,match,BowlingTeam,bowling_pos,bowlerName,O,M,R,W,ECON,0s,4s,6s,WD,NB
9457,Kolkata Knight Riders vs Delhi Capitals,Kolkata Knight Riders,2,Prasidh Krishna,2,0,19,0,9.50,4,1,1,1,2
9458,Kolkata Knight Riders vs Delhi Capitals,Kolkata Knight Riders,3,Kamlesh Nagarkoti,2,0,11,0,5.50,7,2,0,0,0
9459,Kolkata Knight Riders vs Delhi Capitals,Kolkata Knight Riders,4,Lockie Ferguson,4,0,30,1,7.50,8,4,0,0,0
9460,Kolkata Knight Riders vs Delhi Capitals,Kolkata Knight Riders,5,Sunil Narine,4,0,37,0,9.25,4,0,2,1,0
9461,Kolkata Knight Riders vs Delhi Capitals,Kolkata Knight Riders,6,Varun Chakravarthy,4,0,20,5,5.00,9,1,0,1,0
9462,Kings XI Punjab vs Sunrisers Hyderabad,Sunrisers Hyderabad,1,Sandeep Sharma,4,0,29,2,7.25,10,1,1,1,0
9463,Kings XI Punjab vs Sunrisers Hyderabad,Sunrisers Hyderabad,2,Khaleel Ahmed,4,0,31,0,7.75,7,3,0,0,0
9464,Kings XI Punjab vs Sunrisers Hyderabad,Sunrisers Hyderabad,3,Jason Holder,4,0,27,2,6.75,6,2,0,2,0
9465,Kings XI Punjab vs Sunrisers Hyderabad,Sunrisers Hyderabad,4,Rashid Khan,4,0,14,2,3.50,15,0,1,0,0
9466,Kings XI Punjab vs Sunrisers Hyderabad,Sunrisers Hyderabad,5,T Natarajan,4,0,23,0,5.75,10,1,0,2,0
9467,Kings XI Punjab vs Sunrisers Hyderabad,Kings XI Punjab,1,Mohammed Shami,4,0,34,1,8.50,11,4,1,1,0
9468,Kings XI Punjab vs Sunrisers Hyderabad,Kings XI Punjab,2,Arshdeep Singh,3.5,0,23,3,6.00,9,1,1,1,0
9469,Kings XI Punjab vs Sunrisers Hyderabad,Kings XI Punjab,3,Murugan Ashwin,4,0,27,1,6.75,12,5,0,0,0
9470,Kings XI Punjab vs Sunrisers Hyderabad,Kings XI Punjab,4,Ravi Bishnoi,4,0,13,1,3.25,14,1,0,0,0
9471,Kings XI Punjab vs Sunrisers Hyderabad,Kings XI Punjab,5,Chris Jordan,4,0,17,3,4.25,12,1,0,2,0
9472,Royal Challengers Bangalore vs Chennai Super Kings,Chennai Super Kings,1,Deepak Chahar,4,0,31,2,7.75,9,3,1,0,0
9473,Royal Challengers Bangalore vs Chennai Super Kings,Chennai Super Kings,2,Monu Kumar,2,0,20,0,10.00,4,2,0,3,1
9474,Royal Challengers Bangalore vs Chennai Super Kings,Chennai Super Kings,3,Sam Curran,3,0,19,3,6.33,6,1,0,2,1
9475,Royal Challengers Bangalore vs Chennai Super Kings,Chennai Super Kings,4,Mitchell Santner,4,0,23,1,5.75,7,2,0,0,0
9476,Royal Challengers Bangalore vs Chennai Super Kings,Chennai Super Kings,5,Imran Tahir,4,0,30,0,7.50,7,3,0,0,0
9477,Royal Challengers Bangalore vs Chennai Super Kings,Chennai Super Kings,6,Ravindra Jadeja,3,0,20,0,6.66,4,0,1,0,0
9478,Royal Challengers Bangalore vs Chennai Super Kings,Royal Challengers Bangalore,1,Washington Sundar,4,0,27,0,6.75,8,1,1,0,0
9479,Royal Challengers Bangalore vs Chennai Super Kings,Royal Challengers Bangalore,2,Chris Morris,3.4,0,36,1,9.81,10,4,2,1,0
9480,Royal Challengers Bangalore vs Chennai Super Kings,Royal Challengers Bangalore,3,Mohammed Siraj,2,0,29,0,14.50,3,3,2,0,0
9481,Royal Challengers Bangalore vs Chennai Super Kings,Royal Challengers Bangalore,4,Yuzvendra Chahal,4,0,21,1,5.25,7,1,0,0,0
9482,Royal Challengers Bangalore vs Chennai Super Kings,Royal Challengers Bangalore,5,Moeen Ali,2,0,17,0,8.50,3,1,1,0,0
9483,Royal Challengers Bangalore vs Chennai Super Kings,Royal Challengers Bangalore,6,Navdeep Saini,3,0,19,0,6.33,10,2,1,0,0
9484,Mumbai Indians vs Rajasthan Royals,Rajasthan Royals,1,Jofra Archer,4,0,31,2,7.75,11,2,2,1,0
9485,Mumbai Indians vs Rajasthan Royals,Rajasthan Royals,2,Ankit Rajpoot,4,0,60,0,15.00,7,3,6,4,0
9486,Mumbai Indians vs Rajasthan Royals,Rajasthan Royals,3,Kartik Tyagi,4,0,45,1,11.25,6,4,3,0,0
9487,Mumbai Indians vs Rajasthan Royals,Rajasthan Royals,4,Shreyas Gopal,4,0,30,2,7.50,8,3,1,0,0
9488,Mumbai Indians vs Rajasthan Royals,Rajasthan Royals,5,Rahul Tewatia,4,0,25,0,6.25,8,2,0,0,0
9489,Mumbai Indians vs Rajasthan Royals,Mumbai Indians,1,Trent Boult,4,0,40,0,10.00,7,6,0,0,0
9490,Mumbai Indians vs Rajasthan Royals,Mumbai Indians,2,James Pattinson,3.2,0,40,2,12.00,9,5,2,2,0
9491,Mumbai Indians vs Rajasthan Royals,Mumbai Indians,3,Jasprit Bumrah,4,0,38,0,9.50,7,4,1,1,0
9492,Mumbai Indians vs Rajasthan Royals,Mumbai Indians,4,Krunal Pandya,2,0,20,0,10.00,5,4,0,0,0
9493,Mumbai Indians vs Rajasthan Royals,Mumbai Indians,5,Kieron Pollard,2,0,18,0,9.00,3,0,1,3,0
9494,Mumbai Indians vs Rajasthan Royals,Mumbai Indians,6,Rahul Chahar,3,0,36,0,12.00,4,2,3,1,0
9495,Kolkata Knight Riders vs Kings XI Punjab,Kings XI Punjab,1,Glenn Maxwell,2,0,21,1,10.50,4,1,2,0,0
9496,Kolkata Knight Riders vs Kings XI Punjab,Kings XI Punjab,2,Mohammed Shami,4,0,35,3,8.75,13,3,3,0,0
9497,Kolkata Knight Riders vs Kings XI Punjab,Kings XI Punjab,3,Arshdeep Singh,2,0,18,0,9.00,5,3,0,1,0
9498,Kolkata Knight Riders vs Kings XI Punjab,Kings XI Punjab,4,Murugan Ashwin,4,0,27,1,6.75,13,2,2,0,0
9499,Kolkata Knight Riders vs Kings XI Punjab,Kings XI Punjab,5,Chris Jordan,4,0,25,2,6.25,11,3,0,2,0
9500,Kolkata Knight Riders vs Kings XI Punjab,Kings XI Punjab,6,Ravi Bishnoi,4,1,20,2,5.00,11,0,1,0,0
9501,Kolkata Knight Riders vs Kings XI Punjab,Kolkata Knight Riders,1,Pat Cummins,4,0,31,0,7.75,13,3,2,0,0
9502,Kolkata Knight Riders vs Kings XI Punjab,Kolkata Knight Riders,2,Prasidh Krishna,3,0,24,0,8.00,7,4,0,0,0
9503,Kolkata Knight Riders vs Kings XI Punjab,Kolkata Knight Riders,3,Varun Chakravarthy,4,0,34,1,8.50,10,3,2,0,0
9504,Kolkata Knight Riders vs Kings XI Punjab,Kolkata Knight Riders,4,Sunil Narine,4,0,27,0,6.75,9,0,2,0,0
9505,Kolkata Knight Riders vs Kings XI Punjab,Kolkata Knight Riders,5,Lockie Ferguson,3.5,0,32,1,8.34,9,4,1,1,0
9506,Sunrisers Hyderabad vs Delhi Capitals,Delhi Capitals,1,Anrich Nortje,4,0,37,1,9.25,11,6,0,3,0
9507,Sunrisers Hyderabad vs Delhi Capitals,Delhi Capitals,2,Kagiso Rabada,4,0,54,0,13.50,6,7,2,0,0
9508,Sunrisers Hyderabad vs Delhi Capitals,Delhi Capitals,3,Ravichandran Ashwin,3,0,35,1,11.66,4,4,1,0,0
9509,Sunrisers Hyderabad vs Delhi Capitals,Delhi Capitals,4,Axar Patel,4,0,36,0,9.00,7,3,1,1,0
9510,Sunrisers Hyderabad vs Delhi Capitals,Delhi Capitals,5,Tushar Deshpande,3,0,35,0,11.66,3,4,1,0,0
9511,Sunrisers Hyderabad vs Delhi Capitals,Delhi Capitals,6,Marcus Stoinis,2,0,15,0,7.50,2,1,0,0,0
9512,Sunrisers Hyderabad vs Delhi Capitals,Sunrisers Hyderabad,1,Sandeep Sharma,4,0,27,2,6.75,11,4,0,2,0
9513,Sunrisers Hyderabad vs Delhi Capitals,Sunrisers Hyderabad,2,Shahbaz Nadeem,1,0,8,1,8.00,2,1,0,1,0
9514,Sunrisers Hyderabad vs Delhi Capitals,Sunrisers Hyderabad,3,Jason Holder,4,0,46,1,11.50,6,5,2,1,0
9515,Sunrisers Hyderabad vs Delhi Capitals,Sunrisers Hyderabad,4,Rashid Khan,4,0,7,3,1.75,17,0,0,0,0
9516,Sunrisers Hyderabad vs Delhi Capitals,Sunrisers Hyderabad,5,T Natarajan,4,0,26,2,6.50,11,2,1,0,0
9517,Sunrisers Hyderabad vs Delhi Capitals,Sunrisers Hyderabad,6,Vijay Shankar,1.5,0,11,1,6.00,3,1,0,0,0
9518,Sunrisers Hyderabad vs Delhi Capitals,Sunrisers Hyderabad,7,David Warner,0.1,0,2,0,12.00,0,0,0,1,0
9519,Royal Challengers Bangalore vs Mumbai Indians,Mumbai Indians,1,Trent Boult,4,0,40,1,10.00,10,6,1,1,0
9520,Royal Challengers Bangalore vs Mumbai Indians,Mumbai Indians,2,Jasprit Bumrah,4,1,14,3,3.50,15,1,0,1,0
9521,Royal Challengers Bangalore vs Mumbai Indians,Mumbai Indians,3,Krunal Pandya,4,0,27,0,6.75,8,3,0,0,0
9522,Royal Challengers Bangalore vs Mumbai Indians,Mumbai Indians,4,James Pattinson,3,0,35,0,11.66,4,5,1,0,0
9523,Royal Challengers Bangalore vs Mumbai Indians,Mumbai Indians,5,Rahul Chahar,4,0,43,1,10.75,8,6,1,1,0
9524,Royal Challengers Bangalore vs Mumbai Indians,Mumbai Indians,6,Kieron Pollard,1,0,5,1,5.00,2,0,0,0,0
9525,Royal Challengers Bangalore vs Mumbai Indians,Royal Challengers Bangalore,1,Chris Morris,4,0,36,1,9.00,10,3,2,1,0
9526,Royal Challengers Bangalore vs Mumbai Indians,Royal Challengers Bangalore,2,Dale Steyn,4,0,43,0,10.75,10,3,3,3,0
9527,Royal Challengers Bangalore vs Mumbai Indians,Royal Challengers Bangalore,3,Washington Sundar,4,0,20,0,5.00,10,1,0,1,0
9528,Royal Challengers Bangalore vs Mumbai Indians,Royal Challengers Bangalore,4,Mohammed Siraj,3.1,0,28,2,8.84,10,5,0,1,0
9529,Royal Challengers Bangalore vs Mumbai Indians,Royal Challengers Bangalore,5,Yuzvendra Chahal,4,0,37,2,9.25,8,3,2,0,0
9530,Kolkata Knight Riders vs Chennai Super Kings,Chennai Super Kings,1,Deepak Chahar,3,0,31,0,10.33,5,6,0,0,0
9531,Kolkata Knight Riders vs Chennai Super Kings,Chennai Super Kings,2,Sam Curran,3,0,21,0,7.00,8,3,0,0,0
9532,Kolkata Knight Riders vs Chennai Super Kings,Chennai Super Kings,3,Lungi Ngidi,4,0,34,2,8.50,9,5,0,1,0
9533,Kolkata Knight Riders vs Chennai Super Kings,Chennai Super Kings,4,Mitchell Santner,3,0,30,1,10.00,5,4,1,0,0
9534,Kolkata Knight Riders vs Chennai Super Kings,Chennai Super Kings,5,Ravindra Jadeja,3,0,20,1,6.66,6,2,0,0,0
9535,Kolkata Knight Riders vs Chennai Super Kings,Chennai Super Kings,6,Karn Sharma,4,0,35,1,8.75,9,0,4,0,0
9536,Kolkata Knight Riders vs Chennai Super Kings,Kolkata Knight Riders,1,Pat Cummins,4,0,31,2,7.75,10,4,0,1,0
9537,Kolkata Knight Riders vs Chennai Super Kings,Kolkata Knight Riders,2,Kamlesh Nagarkoti,3,0,34,0,11.33,6,0,4,0,0
9538,Kolkata Knight Riders vs Chennai Super Kings,Kolkata Knight Riders,3,Sunil Narine,4,0,23,0,5.75,5,1,0,0,0
9539,Kolkata Knight Riders vs Chennai Super Kings,Kolkata Knight Riders,4,Lockie Ferguson,4,0,54,0,13.50,4,6,2,2,1
9540,Kolkata Knight Riders vs Chennai Super Kings,Kolkata Knight Riders,5,Varun Chakravarthy,4,0,20,2,5.00,13,1,1,0,0
9541,Kolkata Knight Riders vs Chennai Super Kings,Kolkata Knight Riders,6,Nitish Rana,1,0,16,0,16.00,0,3,0,1,0
9542,Kings XI Punjab vs Rajasthan Royals,Rajasthan Royals,1,Jofra Archer,4,0,26,2,6.50,13,3,1,0,0
9543,Kings XI Punjab vs Rajasthan Royals,Rajasthan Royals,2,Varun Aaron,4,0,47,0,11.75,12,2,4,4,1
9544,Kings XI Punjab vs Rajasthan Royals,Rajasthan Royals,3,Kartik Tyagi,4,0,47,0,11.75,9,3,4,0,1
9545,Kings XI Punjab vs Rajasthan Royals,Rajasthan Royals,4,Shreyas Gopal,1,0,10,0,10.00,1,0,1,0,0
9546,Kings XI Punjab vs Rajasthan Royals,Rajasthan Royals,5,Ben Stokes,4,0,32,2,8.00,6,2,1,3,0
9547,Kings XI Punjab vs Rajasthan Royals,Rajasthan Royals,6,Rahul Tewatia,3,0,22,0,7.33,6,0,2,0,0
9548,Kings XI Punjab vs Rajasthan Royals,Kings XI Punjab,1,Arshdeep Singh,3,0,34,0,11.33,3,4,1,0,0
9549,Kings XI Punjab vs Rajasthan Royals,Kings XI Punjab,2,Mohammed Shami,3,0,36,0,12.00,6,6,1,0,0
9550,Kings XI Punjab vs Rajasthan Royals,Kings XI Punjab,3,Murugan Ashwin,4,0,43,1,10.75,7,2,4,0,0
9551,Kings XI Punjab vs Rajasthan Royals,Kings XI Punjab,4,Chris Jordan,3.3,0,44,1,12.57,6,3,3,2,0
9552,Kings XI Punjab vs Rajasthan Royals,Kings XI Punjab,5,Ravi Bishnoi,4,0,27,0,6.75,10,2,1,1,0
9553,Delhi Capitals vs Mumbai Indians,Mumbai Indians,1,Trent Boult,4,0,21,3,5.25,16,2,1,0,0
9554,Delhi Capitals vs Mumbai Indians,Mumbai Indians,2,Krunal Pandya,3,0,13,0,4.33,9,1,0,1,0
9555,Delhi Capitals vs Mumbai Indians,Mumbai Indians,3,Jayant Yadav,3,0,18,0,6.00,6,0,1,0,0
9556,Delhi Capitals vs Mumbai Indians,Mumbai Indians,4,Jasprit Bumrah,4,0,17,3,4.25,15,2,0,1,0
9557,Delhi Capitals vs Mumbai Indians,Mumbai Indians,5,Nathan Coulter-Nile,2,0,14,1,7.00,6,0,1,0,0
9558,Delhi Capitals vs Mumbai Indians,Mumbai Indians,6,Rahul Chahar,4,0,24,1,6.00,10,2,0,0,0
9559,Delhi Capitals vs Mumbai Indians,Delhi Capitals,1,Ravichandran Ashwin,4,0,18,0,4.50,11,1,0,0,0
9560,Delhi Capitals vs Mumbai Indians,Delhi Capitals,2,Kagiso Rabada,3,0,27,0,9.00,7,2,1,0,0
9561,Delhi Capitals vs Mumbai Indians,Delhi Capitals,3,Anrich Nortje,2.2,0,25,1,10.71,6,4,1,0,0
9562,Delhi Capitals vs Mumbai Indians,Delhi Capitals,4,Marcus Stoinis,1,0,4,0,4.00,2,0,0,0,0
9563,Delhi Capitals vs Mumbai Indians,Delhi Capitals,5,Praveen Dubey,3,0,29,0,9.66,4,3,1,0,0
9564,Delhi Capitals vs Mumbai Indians,Delhi Capitals,6,Harshal Patel,1,0,8,0,8.00,2,1,0,1,0
9565,Royal Challengers Bangalore vs Sunrisers Hyderabad,Sunrisers Hyderabad,1,Sandeep Sharma,4,0,20,2,5.00,9,1,0,1,0
9566,Royal Challengers Bangalore vs Sunrisers Hyderabad,Sunrisers Hyderabad,2,Jason Holder,4,0,27,2,6.75,9,3,0,1,0
9567,Royal Challengers Bangalore vs Sunrisers Hyderabad,Sunrisers Hyderabad,3,T Natarajan,4,0,11,1,2.75,16,1,0,0,0
9568,Royal Challengers Bangalore vs Sunrisers Hyderabad,Sunrisers Hyderabad,4,Shahbaz Nadeem,4,0,35,1,8.75,3,2,1,0,0
9569,Royal Challengers Bangalore vs Sunrisers Hyderabad,Sunrisers Hyderabad,5,Rashid Khan,4,0,24,1,6.00,13,2,0,2,0
9570,Royal Challengers Bangalore vs Sunrisers Hyderabad,Royal Challengers Bangalore,1,Chris Morris,2,0,19,0,9.50,4,2,0,4,0
9571,Royal Challengers Bangalore vs Sunrisers Hyderabad,Royal Challengers Bangalore,2,Washington Sundar,3,0,21,1,7.00,7,1,1,0,0
9572,Royal Challengers Bangalore vs Sunrisers Hyderabad,Royal Challengers Bangalore,3,Navdeep Saini,2,0,30,1,15.00,5,2,3,1,0
9573,Royal Challengers Bangalore vs Sunrisers Hyderabad,Royal Challengers Bangalore,4,Mohammed Siraj,1,0,12,0,12.00,3,1,1,0,0
9574,Royal Challengers Bangalore vs Sunrisers Hyderabad,Royal Challengers Bangalore,5,Yuzvendra Chahal,3.1,0,19,2,6.00,8,1,1,0,0
9575,Royal Challengers Bangalore vs Sunrisers Hyderabad,Royal Challengers Bangalore,6,Isuru Udana,3,0,20,1,6.66,8,1,1,0,0
9576,Kings XI Punjab vs Chennai Super Kings,Chennai Super Kings,1,Deepak Chahar,3,0,30,0,10.00,5,4,1,0,0
9577,Kings XI Punjab vs Chennai Super Kings,Chennai Super Kings,2,Sam Curran,2,0,15,0,7.50,3,2,0,0,0
9578,Kings XI Punjab vs Chennai Super Kings,Chennai Super Kings,3,Shardul Thakur,4,0,27,1,6.75,8,3,0,0,0
9579,Kings XI Punjab vs Chennai Super Kings,Chennai Super Kings,4,Lungi Ngidi,4,0,39,3,9.75,11,3,3,1,0
9580,Kings XI Punjab vs Chennai Super Kings,Chennai Super Kings,5,Imran Tahir,4,0,24,1,6.00,6,0,1,0,0
9581,Kings XI Punjab vs Chennai Super Kings,Chennai Super Kings,6,Ravindra Jadeja,3,0,17,1,5.66,5,0,0,0,0
9582,Kings XI Punjab vs Chennai Super Kings,Kings XI Punjab,1,James Neesham,3,0,26,0,8.66,8,2,1,1,0
9583,Kings XI Punjab vs Chennai Super Kings,Kings XI Punjab,2,Mohammed Shami,4,0,29,0,7.25,12,3,0,1,0
9584,Kings XI Punjab vs Chennai Super Kings,Kings XI Punjab,3,Chris Jordan,3,0,31,1,10.33,4,2,1,0,0
9585,Kings XI Punjab vs Chennai Super Kings,Kings XI Punjab,4,Ravi Bishnoi,4,0,39,0,9.75,6,5,1,1,0
9586,Kings XI Punjab vs Chennai Super Kings,Kings XI Punjab,5,Murugan Ashwin,4,0,17,0,4.25,8,0,0,0,0
9587,Kings XI Punjab vs Chennai Super Kings,Kings XI Punjab,6,Chris Gayle,0.5,0,5,0,6.00,0,0,0,0,0
9588,Kolkata Knight Riders vs Rajasthan Royals,Rajasthan Royals,1,Jofra Archer,4,0,19,1,4.75,15,1,1,0,0
9589,Kolkata Knight Riders vs Rajasthan Royals,Rajasthan Royals,2,Varun Aaron,2,0,22,0,11.00,5,5,0,0,0
9590,Kolkata Knight Riders vs Rajasthan Royals,Rajasthan Royals,3,Shreyas Gopal,3,0,44,1,14.66,4,6,2,1,0
9591,Kolkata Knight Riders vs Rajasthan Royals,Rajasthan Royals,4,Ben Stokes,3,0,40,0,13.33,5,2,4,0,0
9592,Kolkata Knight Riders vs Rajasthan Royals,Rajasthan Royals,5,Rahul Tewatia,4,0,25,3,6.25,11,2,1,1,0
9593,Kolkata Knight Riders vs Rajasthan Royals,Rajasthan Royals,6,Kartik Tyagi,4,0,36,2,9.00,10,0,4,0,0
9594,Kolkata Knight Riders vs Rajasthan Royals,Kolkata Knight Riders,1,Pat Cummins,4,0,34,4,8.50,13,3,2,1,0
9595,Kolkata Knight Riders vs Rajasthan Royals,Kolkata Knight Riders,2,Shivam Mavi,4,1,15,2,3.75,14,1,0,1,0
9596,Kolkata Knight Riders vs Rajasthan Royals,Kolkata Knight Riders,3,Varun Chakravarthy,4,0,20,2,5.00,9,1,0,0,0
9597,Kolkata Knight Riders vs Rajasthan Royals,Kolkata Knight Riders,4,Sunil Narine,4,0,37,0,9.25,8,3,2,0,0
9598,Kolkata Knight Riders vs Rajasthan Royals,Kolkata Knight Riders,5,Kamlesh Nagarkoti,4,0,24,1,6.00,12,3,0,1,0
9599,Royal Challengers Bangalore vs Delhi Capitals,Delhi Capitals,1,Daniel Sams,4,0,40,0,10.00,8,4,1,3,0
9600,Royal Challengers Bangalore vs Delhi Capitals,Delhi Capitals,2,Ravichandran Ashwin,4,0,18,1,4.50,10,1,0,0,0
9601,Royal Challengers Bangalore vs Delhi Capitals,Delhi Capitals,3,Anrich Nortje,4,0,33,3,8.25,11,4,1,0,0
9602,Royal Challengers Bangalore vs Delhi Capitals,Delhi Capitals,4,Kagiso Rabada,4,0,30,2,7.50,9,3,1,0,0
9603,Royal Challengers Bangalore vs Delhi Capitals,Delhi Capitals,5,Axar Patel,4,0,30,0,7.50,4,0,1,0,0
9604,Royal Challengers Bangalore vs Delhi Capitals,Royal Challengers Bangalore,1,Chris Morris,2,0,19,0,9.50,4,3,0,0,0
9605,Royal Challengers Bangalore vs Delhi Capitals,Royal Challengers Bangalore,2,Mohammed Siraj,3,0,29,1,9.66,9,4,1,2,0
9606,Royal Challengers Bangalore vs Delhi Capitals,Royal Challengers Bangalore,3,Washington Sundar,4,0,24,1,6.00,7,1,0,0,0
9607,Royal Challengers Bangalore vs Delhi Capitals,Royal Challengers Bangalore,4,Isuru Udana,2,0,24,0,12.00,1,4,0,0,0
9608,Royal Challengers Bangalore vs Delhi Capitals,Royal Challengers Bangalore,5,Yuzvendra Chahal,4,0,29,0,7.25,4,2,0,0,0
9609,Royal Challengers Bangalore vs Delhi Capitals,Royal Challengers Bangalore,6,Shahbaz Ahmed,4,0,26,2,6.50,6,0,1,1,0
9610,Mumbai Indians vs Sunrisers Hyderabad,Sunrisers Hyderabad,1,Sandeep Sharma,4,0,34,3,8.50,14,3,3,0,0
9611,Mumbai Indians vs Sunrisers Hyderabad,Sunrisers Hyderabad,2,Jason Holder,4,0,25,2,6.25,10,1,1,0,0
9612,Mumbai Indians vs Sunrisers Hyderabad,Sunrisers Hyderabad,3,Shahbaz Nadeem,4,0,19,2,4.75,11,2,0,0,0
9613,Mumbai Indians vs Sunrisers Hyderabad,Sunrisers Hyderabad,4,T Natarajan,4,0,38,0,9.50,7,2,3,0,0
9614,Mumbai Indians vs Sunrisers Hyderabad,Sunrisers Hyderabad,5,Rashid Khan,4,0,32,1,8.00,5,2,1,0,0
9615,Mumbai Indians vs Sunrisers Hyderabad,Mumbai Indians,1,Dhawal Kulkarni,3,0,22,0,7.33,6,2,0,2,0
9616,Mumbai Indians vs Sunrisers Hyderabad,Mumbai Indians,2,Nathan Coulter-Nile,4,0,27,0,6.75,12,3,1,1,0
9617,Mumbai Indians vs Sunrisers Hyderabad,Mumbai Indians,3,James Pattinson,3,0,29,0,9.66,3,4,0,0,0
9618,Mumbai Indians vs Sunrisers Hyderabad,Mumbai Indians,4,Rahul Chahar,4,0,36,0,9.00,7,4,1,0,0
9619,Mumbai Indians vs Sunrisers Hyderabad,Mumbai Indians,5,Krunal Pandya,3.1,0,37,0,11.68,2,4,0,1,0
9620,Mumbai Indians vs Delhi Capitals,Delhi Capitals,1,Daniel Sams,4,0,44,0,11.00,4,4,2,0,0
9621,Mumbai Indians vs Delhi Capitals,Delhi Capitals,2,Ravichandran Ashwin,4,0,29,3,7.25,11,2,2,0,0
9622,Mumbai Indians vs Delhi Capitals,Delhi Capitals,3,Kagiso Rabada,4,0,42,0,10.50,7,3,3,1,0
9623,Mumbai Indians vs Delhi Capitals,Delhi Capitals,4,Axar Patel,3,0,27,0,9.00,3,1,1,0,0
9624,Mumbai Indians vs Delhi Capitals,Delhi Capitals,5,Anrich Nortje,4,0,50,1,12.50,10,5,4,0,0
9625,Mumbai Indians vs Delhi Capitals,Delhi Capitals,6,Marcus Stoinis,1,0,5,1,5.00,2,0,0,0,0
9626,Mumbai Indians vs Delhi Capitals,Mumbai Indians,1,Trent Boult,2,1,9,2,4.50,9,2,0,0,0
9627,Mumbai Indians vs Delhi Capitals,Mumbai Indians,2,Jasprit Bumrah,4,1,14,4,3.50,17,2,0,1,0
9628,Mumbai Indians vs Delhi Capitals,Mumbai Indians,3,Krunal Pandya,4,0,22,1,5.50,11,2,0,1,0
9629,Mumbai Indians vs Delhi Capitals,Mumbai Indians,4,Nathan Coulter-Nile,4,0,27,0,6.75,10,2,1,1,0
9630,Mumbai Indians vs Delhi Capitals,Mumbai Indians,5,Kieron Pollard,4,0,36,1,9.00,8,2,2,3,0
9631,Mumbai Indians vs Delhi Capitals,Mumbai Indians,6,Rahul Chahar,2,0,35,0,17.50,1,3,3,0,0
9632,Royal Challengers Bangalore vs Sunrisers Hyderabad,Sunrisers Hyderabad,1,Sandeep Sharma,4,0,21,0,5.25,9,1,0,0,0
9633,Royal Challengers Bangalore vs Sunrisers Hyderabad,Sunrisers Hyderabad,2,Jason Holder,4,0,25,3,6.25,10,2,0,2,0
9634,Royal Challengers Bangalore vs Sunrisers Hyderabad,Sunrisers Hyderabad,3,T Natarajan,4,0,33,2,8.25,6,4,0,0,0
9635,Royal Challengers Bangalore vs Sunrisers Hyderabad,Sunrisers Hyderabad,4,Shahbaz Nadeem,4,0,30,1,7.50,4,2,0,1,1
9636,Royal Challengers Bangalore vs Sunrisers Hyderabad,Sunrisers Hyderabad,5,Rashid Khan,4,0,22,0,5.50,11,1,1,0,0
9637,Royal Challengers Bangalore vs Sunrisers Hyderabad,Royal Challengers Bangalore,1,Mohammed Siraj,4,0,28,2,7.00,14,3,1,3,0
9638,Royal Challengers Bangalore vs Sunrisers Hyderabad,Royal Challengers Bangalore,2,Navdeep Saini,3.4,0,31,0,8.45,7,5,0,0,0
9639,Royal Challengers Bangalore vs Sunrisers Hyderabad,Royal Challengers Bangalore,3,Washington Sundar,2,0,21,0,10.50,4,2,1,0,1
9640,Royal Challengers Bangalore vs Sunrisers Hyderabad,Royal Challengers Bangalore,4,Adam Zampa,4,0,12,1,3.00,14,0,0,1,0
9641,Royal Challengers Bangalore vs Sunrisers Hyderabad,Royal Challengers Bangalore,5,Yuzvendra Chahal,4,0,24,1,6.00,7,0,1,0,0
9642,Royal Challengers Bangalore vs Sunrisers Hyderabad,Royal Challengers Bangalore,6,Moeen Ali,1,0,4,0,4.00,3,0,0,0,0
9643,Royal Challengers Bangalore vs Sunrisers Hyderabad,Royal Challengers Bangalore,7,Shivam Dube,1,0,7,0,7.00,2,1,0,0,0
9644,Delhi Capitals vs Sunrisers Hyderabad,Sunrisers Hyderabad,1,Sandeep Sharma,4,0,30,1,7.50,7,4,0,0,0
9645,Delhi Capitals vs Sunrisers Hyderabad,Sunrisers Hyderabad,2,Jason Holder,4,0,50,1,12.50,6,8,1,0,0
9646,Delhi Capitals vs Sunrisers Hyderabad,Sunrisers Hyderabad,3,Shahbaz Nadeem,4,0,48,0,12.00,4,3,2,0,2
9647,Delhi Capitals vs Sunrisers Hyderabad,Sunrisers Hyderabad,4,Rashid Khan,4,0,26,1,6.50,4,0,0,0,0
9648,Delhi Capitals vs Sunrisers Hyderabad,Sunrisers Hyderabad,5,T Natarajan,4,0,32,0,8.00,6,1,1,3,0
9649,Delhi Capitals vs Sunrisers Hyderabad,Delhi Capitals,1,Ravichandran Ashwin,3,0,33,0,11.00,4,2,2,2,0
9650,Delhi Capitals vs Sunrisers Hyderabad,Delhi Capitals,2,Kagiso Rabada,4,0,29,4,7.25,12,1,2,2,0
9651,Delhi Capitals vs Sunrisers Hyderabad,Delhi Capitals,3,Anrich Nortje,4,0,36,0,9.00,10,4,2,0,0
9652,Delhi Capitals vs Sunrisers Hyderabad,Delhi Capitals,4,Marcus Stoinis,3,0,26,3,8.66,5,2,1,1,0
9653,Delhi Capitals vs Sunrisers Hyderabad,Delhi Capitals,5,Axar Patel,4,0,33,1,8.25,6,3,1,0,0
9654,Delhi Capitals vs Sunrisers Hyderabad,Delhi Capitals,6,Praveen Dubey,2,0,14,0,7.00,3,0,1,0,0
9655,Delhi Capitals vs Mumbai Indians,Mumbai Indians,1,Trent Boult,4,0,30,3,7.50,12,6,0,0,0
