,match,BowlingTeam,bowling_pos,bowlerName,O,M,R,W,ECON,0s,4s,6s,WD,NB
6050,Kings XI Punjab vs Chennai Super Kings,Chennai Super Kings,2,Ishwar Pandey,3,0,22,1,7.33,8,2,1,0,0
6051,Kings XI Punjab vs Chennai Super Kings,Chennai Super Kings,3,Ashish Nehra,3,0,17,1,5.66,12,2,1,0,0
6052,Kings XI Punjab vs Chennai Super Kings,Chennai Super Kings,4,Ravichandran Ashwin,4,0,14,1,3.50,14,1,0,1,0
6053,Kings XI Punjab vs Chennai Super Kings,Chennai Super Kings,5,Ravindra Jadeja,3,0,18,1,6.00,7,2,0,0,0
6054,Kings XI Punjab vs Chennai Super Kings,Chennai Super Kings,6,Suresh Raina,1,0,8,0,8.00,2,1,0,1,0
6055,Kings XI Punjab vs Chennai Super Kings,Chennai Super Kings,7,Dwayne Bravo,2,0,20,1,10.00,2,0,2,0,0
6056,Kings XI Punjab vs Chennai Super Kings,Kings XI Punjab,1,Sandeep Sharma,2,0,9,1,4.50,7,1,0,0,0
6057,Kings XI Punjab vs Chennai Super Kings,Kings XI Punjab,2,Beuran Hendricks,3,0,25,1,8.33,7,3,0,1,0
6058,Kings XI Punjab vs Chennai Super Kings,Kings XI Punjab,3,Gurkeerat Singh Mann,3,0,22,0,7.33,5,2,0,0,0
6059,Kings XI Punjab vs Chennai Super Kings,Kings XI Punjab,4,Rishi Dhawan,2,0,12,1,6.00,7,1,0,2,0
6060,Kings XI Punjab vs Chennai Super Kings,Kings XI Punjab,5,Glenn Maxwell,1,0,8,0,8.00,3,1,0,1,0
6061,Kings XI Punjab vs Chennai Super Kings,Kings XI Punjab,6,Axar Patel,3,0,28,0,9.33,3,2,1,1,0
6062,Kings XI Punjab vs Chennai Super Kings,Kings XI Punjab,7,Anureet Singh,2.5,0,30,0,10.58,4,2,2,0,0
6063,Rajasthan Royals vs Kolkata Knight Riders,Kolkata Knight Riders,1,Azhar Mahmood,3,0,41,0,13.66,5,5,2,0,2
6064,Rajasthan Royals vs Kolkata Knight Riders,Kolkata Knight Riders,2,Morne Morkel,4,0,38,0,9.50,7,2,2,1,0
6065,Rajasthan Royals vs Kolkata Knight Riders,Kolkata Knight Riders,3,Umesh Yadav,4,0,36,1,9.00,4,5,0,0,0
6066,Rajasthan Royals vs Kolkata Knight Riders,Kolkata Knight Riders,4,Shakib Al Hasan,4,0,36,0,9.00,9,2,2,1,0
6067,Rajasthan Royals vs Kolkata Knight Riders,Kolkata Knight Riders,5,Andre Russell,4,0,32,3,8.00,8,5,0,0,0
6068,Rajasthan Royals vs Kolkata Knight Riders,Kolkata Knight Riders,6,Piyush Chawla,1,0,12,0,12.00,1,0,1,1,0
6069,Rajasthan Royals vs Kolkata Knight Riders,Rajasthan Royals,1,Chris Morris,4,0,23,4,5.75,11,2,0,2,0
6070,Rajasthan Royals vs Kolkata Knight Riders,Rajasthan Royals,2,Barinder Sran,3,0,35,0,11.66,6,4,1,1,1
6071,Rajasthan Royals vs Kolkata Knight Riders,Rajasthan Royals,3,Dhawal Kulkarni,4,0,36,2,9.00,10,5,0,1,0
6072,Rajasthan Royals vs Kolkata Knight Riders,Rajasthan Royals,4,James Faulkner,4,0,45,1,11.25,6,4,2,4,0
6073,Rajasthan Royals vs Kolkata Knight Riders,Rajasthan Royals,5,Shane Watson,4,0,38,2,9.50,11,5,1,5,0
6074,Rajasthan Royals vs Kolkata Knight Riders,Rajasthan Royals,6,Stuart Binny,1,0,10,0,10.00,2,2,0,0,0
6075,Delhi Daredevils vs Royal Challengers Bangalore,Royal Challengers Bangalore,1,Mitchell Starc,4,0,35,0,8.75,7,3,1,1,0
6076,Delhi Daredevils vs Royal Challengers Bangalore,Royal Challengers Bangalore,2,Ashok Dinda,3,0,39,0,13.00,3,4,2,1,0
6077,Delhi Daredevils vs Royal Challengers Bangalore,Royal Challengers Bangalore,3,Harshal Patel,4,0,30,2,7.50,11,4,1,0,0
6078,Delhi Daredevils vs Royal Challengers Bangalore,Royal Challengers Bangalore,4,David Wiese,4,0,39,0,9.75,2,3,1,0,0
6079,Delhi Daredevils vs Royal Challengers Bangalore,Royal Challengers Bangalore,5,Chris Gayle,2,0,15,0,7.50,4,0,1,1,0
6080,Delhi Daredevils vs Royal Challengers Bangalore,Royal Challengers Bangalore,6,Yuzvendra Chahal,3,0,26,2,8.66,7,0,3,0,0
6081,Delhi Daredevils vs Royal Challengers Bangalore,Delhi Daredevils,1,Jayant Yadav,1,0,2,0,2.00,4,0,0,0,0
6082,Delhi Daredevils vs Royal Challengers Bangalore,Delhi Daredevils,2,Zaheer Khan,0.1,0,0,0,0.00,1,0,0,0,0
6083,Sunrisers Hyderabad vs Mumbai Indians,Mumbai Indians,1,Lasith Malinga,4,0,17,2,4.25,12,1,0,1,0
6084,Sunrisers Hyderabad vs Mumbai Indians,Mumbai Indians,2,Mitchell McClenaghan,4,0,16,3,4.00,14,1,0,1,0
6085,Sunrisers Hyderabad vs Mumbai Indians,Mumbai Indians,3,Vinay Kumar,3,0,21,0,7.00,6,3,0,0,0
6086,Sunrisers Hyderabad vs Mumbai Indians,Mumbai Indians,4,Jagadeesha Suchith,3,0,14,2,4.66,8,1,0,0,0
6087,Sunrisers Hyderabad vs Mumbai Indians,Mumbai Indians,5,Hardik Pandya,1,0,11,0,11.00,2,1,0,2,0
6088,Sunrisers Hyderabad vs Mumbai Indians,Mumbai Indians,6,Harbhajan Singh,3,0,18,1,6.00,6,0,1,0,0
6089,Sunrisers Hyderabad vs Mumbai Indians,Mumbai Indians,7,Kieron Pollard,2,0,14,1,7.00,3,1,0,0,0
6090,Sunrisers Hyderabad vs Mumbai Indians,Sunrisers Hyderabad,1,Dale Steyn,3,0,27,0,9.00,5,4,0,1,0
6091,Sunrisers Hyderabad vs Mumbai Indians,Sunrisers Hyderabad,2,Bhuvneshwar Kumar,3,0,16,0,5.33,10,2,0,1,0
6092,Sunrisers Hyderabad vs Mumbai Indians,Sunrisers Hyderabad,3,Praveen Kumar,2,0,13,0,6.50,7,2,0,2,0
6093,Sunrisers Hyderabad vs Mumbai Indians,Sunrisers Hyderabad,4,Moises Henriques,3,0,17,0,5.66,8,2,0,1,0
6094,Sunrisers Hyderabad vs Mumbai Indians,Sunrisers Hyderabad,5,Karn Sharma,2.5,0,38,1,13.41,4,3,3,0,0
6095,Mumbai Indians vs Chennai Super Kings,Chennai Super Kings,1,Ravichandran Ashwin,3,0,22,0,7.33,9,1,2,0,0
6096,Mumbai Indians vs Chennai Super Kings,Chennai Super Kings,2,Ashish Nehra,4,0,28,1,7.00,15,3,1,2,1
6097,Mumbai Indians vs Chennai Super Kings,Chennai Super Kings,3,Pawan Negi,4,0,46,0,11.50,3,3,3,0,0
6098,Mumbai Indians vs Chennai Super Kings,Chennai Super Kings,4,Ravindra Jadeja,2,0,18,1,9.00,5,0,2,0,0
6099,Mumbai Indians vs Chennai Super Kings,Chennai Super Kings,5,Mohit Sharma,3,0,33,1,11.00,5,2,2,3,0
6100,Mumbai Indians vs Chennai Super Kings,Chennai Super Kings,6,Dwayne Bravo,4,0,40,3,10.00,5,2,2,3,0
6101,Mumbai Indians vs Chennai Super Kings,Mumbai Indians,1,Lasith Malinga,4,0,23,3,5.75,8,2,0,0,0
6102,Mumbai Indians vs Chennai Super Kings,Mumbai Indians,2,Mitchell McClenaghan,3,0,46,1,15.33,5,5,3,3,0
6103,Mumbai Indians vs Chennai Super Kings,Mumbai Indians,3,Vinay Kumar,3,0,26,2,8.66,6,0,2,1,0
6104,Mumbai Indians vs Chennai Super Kings,Mumbai Indians,4,Harbhajan Singh,4,0,26,2,6.50,8,1,1,1,0
6105,Mumbai Indians vs Chennai Super Kings,Mumbai Indians,5,Kieron Pollard,3,0,22,0,7.33,2,1,0,0,0
6106,Mumbai Indians vs Chennai Super Kings,Mumbai Indians,6,Jagadeesha Suchith,2,0,18,1,9.00,5,2,1,0,0
6107,Royal Challengers Bangalore vs Rajasthan Royals,Rajasthan Royals,1,Chris Morris,4,0,42,1,10.50,10,3,3,1,0
6108,Royal Challengers Bangalore vs Rajasthan Royals,Rajasthan Royals,2,James Faulkner,4,0,42,0,10.50,5,5,1,0,0
6109,Royal Challengers Bangalore vs Rajasthan Royals,Rajasthan Royals,3,Dhawal Kulkarni,4,0,28,2,7.00,13,2,2,0,0
6110,Royal Challengers Bangalore vs Rajasthan Royals,Rajasthan Royals,4,Shane Watson,4,0,32,0,8.00,8,3,0,4,0
6111,Royal Challengers Bangalore vs Rajasthan Royals,Rajasthan Royals,5,Ankit Sharma,3,0,28,0,9.33,6,2,2,0,0
6112,Royal Challengers Bangalore vs Rajasthan Royals,Rajasthan Royals,6,Stuart Binny,1,0,1,0,1.00,5,0,0,0,0
6113,Royal Challengers Bangalore vs Rajasthan Royals,Royal Challengers Bangalore,1,Mitchell Starc,4,0,22,1,5.50,13,3,0,1,0
6114,Royal Challengers Bangalore vs Rajasthan Royals,Royal Challengers Bangalore,2,Sreenath Aravind,4,0,20,2,5.00,13,2,0,1,0
6115,Royal Challengers Bangalore vs Rajasthan Royals,Royal Challengers Bangalore,3,Harshal Patel,3,0,15,2,5.00,8,1,0,0,0
6116,Royal Challengers Bangalore vs Rajasthan Royals,Royal Challengers Bangalore,4,David Wiese,4,0,32,2,8.00,8,4,0,1,0
6117,Royal Challengers Bangalore vs Rajasthan Royals,Royal Challengers Bangalore,5,Yuzvendra Chahal,4,0,20,2,5.00,9,1,0,0,0
6118,Royal Challengers Bangalore vs Chennai Super Kings,Chennai Super Kings,1,Ashish Nehra,4,0,28,3,7.00,14,2,2,1,0
6119,Royal Challengers Bangalore vs Chennai Super Kings,Chennai Super Kings,2,Ravichandran Ashwin,4,0,13,1,3.25,16,1,0,0,0
6120,Royal Challengers Bangalore vs Chennai Super Kings,Chennai Super Kings,3,Mohit Sharma,4,0,22,1,5.50,10,2,0,0,0
6121,Royal Challengers Bangalore vs Chennai Super Kings,Chennai Super Kings,4,Suresh Raina,3,0,36,1,12.00,4,3,2,2,0
6122,Royal Challengers Bangalore vs Chennai Super Kings,Chennai Super Kings,5,Dwayne Bravo,3,0,21,1,7.00,8,1,1,2,0
6123,Royal Challengers Bangalore vs Chennai Super Kings,Chennai Super Kings,6,Pawan Negi,1,0,4,0,4.00,3,0,0,0,0
6124,Royal Challengers Bangalore vs Chennai Super Kings,Chennai Super Kings,7,Ravindra Jadeja,1,0,13,0,13.00,1,2,0,0,0
6125,Royal Challengers Bangalore vs Chennai Super Kings,Royal Challengers Bangalore,1,Mitchell Starc,4,0,27,1,6.75,7,3,0,0,0
6126,Royal Challengers Bangalore vs Chennai Super Kings,Royal Challengers Bangalore,2,Sreenath Aravind,4,0,25,1,6.25,9,2,0,0,0
6127,Royal Challengers Bangalore vs Chennai Super Kings,Royal Challengers Bangalore,3,Harshal Patel,3.5,0,26,1,6.78,10,1,1,1,0
6128,Royal Challengers Bangalore vs Chennai Super Kings,Royal Challengers Bangalore,4,David Wiese,4,0,30,1,7.50,6,3,0,2,0
6129,Royal Challengers Bangalore vs Chennai Super Kings,Royal Challengers Bangalore,5,Yuzvendra Chahal,4,0,28,2,7.00,9,0,2,0,0
6130,Mumbai Indians vs Chennai Super Kings,Chennai Super Kings,1,Ashish Nehra,4,0,41,0,10.25,10,4,3,0,0
6131,Mumbai Indians vs Chennai Super Kings,Chennai Super Kings,2,Mohit Sharma,4,0,38,1,9.50,9,3,2,0,0
6132,Mumbai Indians vs Chennai Super Kings,Chennai Super Kings,3,Ravichandran Ashwin,2,0,21,0,10.50,6,1,2,0,1
6133,Mumbai Indians vs Chennai Super Kings,Chennai Super Kings,4,Ravindra Jadeja,2,0,26,0,13.00,3,4,1,0,0
6134,Mumbai Indians vs Chennai Super Kings,Chennai Super Kings,5,Pawan Negi,2,0,18,0,9.00,2,1,1,0,0
6135,Mumbai Indians vs Chennai Super Kings,Chennai Super Kings,6,Dwayne Bravo,4,0,36,2,9.00,8,3,2,0,0
6136,Mumbai Indians vs Chennai Super Kings,Chennai Super Kings,7,Dwayne Smith,2,0,17,1,8.50,4,0,1,0,0
6137,Mumbai Indians vs Chennai Super Kings,Mumbai Indians,1,Lasith Malinga,4,0,25,2,6.25,11,1,1,1,1
6138,Mumbai Indians vs Chennai Super Kings,Mumbai Indians,2,Mitchell McClenaghan,4,0,25,3,6.25,15,2,2,0,0
6139,Mumbai Indians vs Chennai Super Kings,Mumbai Indians,3,Vinay Kumar,4,0,39,1,9.75,10,4,2,1,0
6140,Mumbai Indians vs Chennai Super Kings,Mumbai Indians,4,Hardik Pandya,4,0,36,0,9.00,9,6,0,0,1
6141,Mumbai Indians vs Chennai Super Kings,Mumbai Indians,5,Harbhajan Singh,4,0,34,2,8.50,7,3,1,1,0
6142,Mumbai Indians vs Rising Pune Supergiants,Rising Pune Supergiants,1,RP Singh,3,0,30,1,10.00,7,4,1,1,0
6143,Mumbai Indians vs Rising Pune Supergiants,Rising Pune Supergiants,2,Ishant Sharma,4,0,36,2,9.00,15,4,1,4,0
6144,Mumbai Indians vs Rising Pune Supergiants,Rising Pune Supergiants,3,Mitchell Marsh,4,0,21,2,5.25,13,1,1,1,0
6145,Mumbai Indians vs Rising Pune Supergiants,Rising Pune Supergiants,4,Rajat Bhatia,4,1,10,1,2.50,17,1,0,0,0
6146,Mumbai Indians vs Rising Pune Supergiants,Rising Pune Supergiants,5,Murugan Ashwin,4,0,16,1,4.00,13,1,0,0,0
6147,Mumbai Indians vs Rising Pune Supergiants,Rising Pune Supergiants,6,Ravichandran Ashwin,1,0,7,1,7.00,2,1,0,0,0
6148,Mumbai Indians vs Rising Pune Supergiants,Mumbai Indians,1,Mitchell McClenaghan,3,0,27,0,9.00,10,3,2,0,0
6149,Mumbai Indians vs Rising Pune Supergiants,Mumbai Indians,2,Jasprit Bumrah,3,0,30,0,10.00,10,3,2,0,1
6150,Mumbai Indians vs Rising Pune Supergiants,Mumbai Indians,3,Vinay Kumar,2,0,14,0,7.00,6,1,0,3,0
6151,Mumbai Indians vs Rising Pune Supergiants,Mumbai Indians,4,Shreyas Gopal,3,0,18,0,6.00,5,1,0,0,0
6152,Mumbai Indians vs Rising Pune Supergiants,Mumbai Indians,5,Harbhajan Singh,3,0,24,1,8.00,6,0,2,0,0
6153,Mumbai Indians vs Rising Pune Supergiants,Mumbai Indians,6,Hardik Pandya,0.4,0,12,0,18.00,2,0,2,0,0
6154,Delhi Daredevils vs Kolkata Knight Riders,Kolkata Knight Riders,1,Andre Russell,3,0,24,3,8.00,8,2,0,2,0
6155,Delhi Daredevils vs Kolkata Knight Riders,Kolkata Knight Riders,2,Umesh Yadav,3,0,21,0,7.00,9,2,1,0,0
6156,Delhi Daredevils vs Kolkata Knight Riders,Kolkata Knight Riders,3,John Hastings,2.4,1,6,2,2.25,13,1,0,0,0
6157,Delhi Daredevils vs Kolkata Knight Riders,Kolkata Knight Riders,4,Colin Munro,1,0,7,0,7.00,4,0,1,0,0
6158,Delhi Daredevils vs Kolkata Knight Riders,Kolkata Knight Riders,5,Brad Hogg,4,1,19,3,4.75,16,2,0,1,0
6159,Delhi Daredevils vs Kolkata Knight Riders,Kolkata Knight Riders,6,Piyush Chawla,4,0,21,2,5.25,16,1,1,1,0
6160,Delhi Daredevils vs Kolkata Knight Riders,Delhi Daredevils,1,Nathan Coulter-Nile,4,0,32,0,8.00,13,7,0,0,0
6161,Delhi Daredevils vs Kolkata Knight Riders,Delhi Daredevils,2,Zaheer Khan,2.1,0,24,0,11.07,4,4,0,2,0
6162,Delhi Daredevils vs Kolkata Knight Riders,Delhi Daredevils,3,Chris Morris,4,0,21,0,5.25,13,3,0,1,0
6163,Delhi Daredevils vs Kolkata Knight Riders,Delhi Daredevils,4,Carlos Brathwaite,2,0,9,0,4.50,7,1,0,0,1
6164,Delhi Daredevils vs Kolkata Knight Riders,Delhi Daredevils,5,Amit Mishra,2,0,11,1,5.50,6,0,0,1,0
6165,Kings XI Punjab vs Gujarat Lions,Gujarat Lions,1,Praveen Kumar,4,0,25,0,6.25,7,2,0,0,0
6166,Kings XI Punjab vs Gujarat Lions,Gujarat Lions,2,Pradeep Sangwan,2,0,21,0,10.50,6,3,1,0,0
6167,Kings XI Punjab vs Gujarat Lions,Gujarat Lions,3,James Faulkner,4,0,39,0,9.75,7,5,0,2,0
6168,Kings XI Punjab vs Gujarat Lions,Gujarat Lions,4,Sarabjit Ladda,2,0,21,0,10.50,3,2,1,0,0
6169,Kings XI Punjab vs Gujarat Lions,Gujarat Lions,5,Ravindra Jadeja,4,0,30,2,7.50,10,1,2,1,0
6170,Kings XI Punjab vs Gujarat Lions,Gujarat Lions,6,Dwayne Bravo,4,0,22,4,5.50,9,1,0,1,0
6171,Kings XI Punjab vs Gujarat Lions,Kings XI Punjab,1,Sandeep Sharma,3,0,21,1,7.00,8,1,1,0,0
6172,Kings XI Punjab vs Gujarat Lions,Kings XI Punjab,2,Mitchell Johnson,4,0,35,1,8.75,10,6,0,2,0
6173,Kings XI Punjab vs Gujarat Lions,Kings XI Punjab,3,Mohit Sharma,2.4,0,24,0,9.00,5,4,0,0,0
6174,Kings XI Punjab vs Gujarat Lions,Kings XI Punjab,4,Marcus Stoinis,2,0,27,1,13.50,2,4,1,0,0
6175,Kings XI Punjab vs Gujarat Lions,Kings XI Punjab,5,Axar Patel,2,0,17,0,8.50,2,2,0,1,0
6176,Kings XI Punjab vs Gujarat Lions,Kings XI Punjab,6,Pardeep Sahu,4,0,35,1,8.75,6,5,0,0,0
6177,Royal Challengers Bangalore vs Sunrisers Hyderabad,Sunrisers Hyderabad,1,Ashish Nehra,2.1,0,21,0,9.69,7,3,1,1,0
6178,Royal Challengers Bangalore vs Sunrisers Hyderabad,Sunrisers Hyderabad,2,Bhuvneshwar Kumar,4,0,55,2,13.75,7,8,2,2,1
6179,Royal Challengers Bangalore vs Sunrisers Hyderabad,Sunrisers Hyderabad,3,Mustafizur Rahman,4,0,26,2,6.50,11,2,1,0,0
6180,Royal Challengers Bangalore vs Sunrisers Hyderabad,Sunrisers Hyderabad,4,Moises Henriques,4,0,41,0,10.25,5,3,2,0,0
6181,Royal Challengers Bangalore vs Sunrisers Hyderabad,Sunrisers Hyderabad,5,Karn Sharma,4,0,57,0,14.25,5,2,6,1,0
6182,Royal Challengers Bangalore vs Sunrisers Hyderabad,Sunrisers Hyderabad,6,Ashish Reddy,1.5,0,25,0,13.63,2,2,2,0,0
6183,Royal Challengers Bangalore vs Sunrisers Hyderabad,Royal Challengers Bangalore,1,Adam Milne,4,0,43,1,10.75,8,4,2,1,0
6184,Royal Challengers Bangalore vs Sunrisers Hyderabad,Royal Challengers Bangalore,2,Shane Watson,4,0,30,2,7.50,9,3,0,1,0
6185,Royal Challengers Bangalore vs Sunrisers Hyderabad,Royal Challengers Bangalore,3,Parvez Rasool,4,0,31,1,7.75,9,2,2,0,0
6186,Royal Challengers Bangalore vs Sunrisers Hyderabad,Royal Challengers Bangalore,4,Harshal Patel,4,0,33,0,8.25,10,3,1,1,0
6187,Royal Challengers Bangalore vs Sunrisers Hyderabad,Royal Challengers Bangalore,5,Yuzvendra Chahal,4,0,43,2,10.75,13,3,4,2,0
6188,Kolkata Knight Riders vs Mumbai Indians,Mumbai Indians,1,Tim Southee,4,0,43,0,10.75,8,4,2,3,0
6189,Kolkata Knight Riders vs Mumbai Indians,Mumbai Indians,2,Jasprit Bumrah,4,0,32,0,8.00,7,2,1,0,0
6190,Kolkata Knight Riders vs Mumbai Indians,Mumbai Indians,3,Mitchell McClenaghan,4,0,25,2,6.25,8,2,0,1,0
6191,Kolkata Knight Riders vs Mumbai Indians,Mumbai Indians,4,Hardik Pandya,2,0,22,1,11.00,1,1,1,1,0
6192,Kolkata Knight Riders vs Mumbai Indians,Mumbai Indians,5,Harbhajan Singh,4,0,31,1,7.75,8,1,2,0,0
6193,Kolkata Knight Riders vs Mumbai Indians,Mumbai Indians,6,Jagadeesha Suchith,2,0,31,0,15.50,0,1,2,2,0
6194,Kolkata Knight Riders vs Mumbai Indians,Kolkata Knight Riders,1,Andre Russell,4,0,52,1,13.00,8,7,3,0,0
6195,Kolkata Knight Riders vs Mumbai Indians,Kolkata Knight Riders,2,John Hastings,4,0,31,0,7.75,9,4,0,2,0
6196,Kolkata Knight Riders vs Mumbai Indians,Kolkata Knight Riders,3,Brad Hogg,4,0,37,0,9.25,10,5,1,1,0
6197,Kolkata Knight Riders vs Mumbai Indians,Kolkata Knight Riders,4,Piyush Chawla,3.1,0,29,1,9.15,5,0,3,0,0
6198,Kolkata Knight Riders vs Mumbai Indians,Kolkata Knight Riders,5,Kuldeep Yadav,4,0,37,1,9.25,8,1,1,1,0
6199,Rising Pune Supergiants vs Gujarat Lions,Gujarat Lions,1,Praveen Kumar,2,0,12,0,6.00,6,2,0,0,0
6200,Rising Pune Supergiants vs Gujarat Lions,Gujarat Lions,2,Shadab Jakati,4,0,40,0,10.00,5,5,1,0,0
6201,Rising Pune Supergiants vs Gujarat Lions,Gujarat Lions,3,Pravin Tambe,4,0,33,2,8.25,7,3,1,0,0
6202,Rising Pune Supergiants vs Gujarat Lions,Gujarat Lions,4,Dwayne Bravo,4,0,43,1,10.75,6,2,3,0,0
6203,Rising Pune Supergiants vs Gujarat Lions,Gujarat Lions,5,Ravindra Jadeja,4,0,18,2,4.50,14,0,1,0,0
6204,Rising Pune Supergiants vs Gujarat Lions,Gujarat Lions,6,James Faulkner,2,0,15,0,7.50,3,1,0,0,0
6205,Rising Pune Supergiants vs Gujarat Lions,Rising Pune Supergiants,1,RP Singh,2,0,21,0,10.50,5,1,2,1,0
6206,Rising Pune Supergiants vs Gujarat Lions,Rising Pune Supergiants,2,Ishant Sharma,4,0,39,1,9.75,7,7,0,0,0
6207,Rising Pune Supergiants vs Gujarat Lions,Rising Pune Supergiants,3,Ravichandran Ashwin,4,0,26,0,6.50,13,1,1,1,0
6208,Rising Pune Supergiants vs Gujarat Lions,Rising Pune Supergiants,4,Murugan Ashwin,4,0,31,2,7.75,10,4,0,2,0
6209,Rising Pune Supergiants vs Gujarat Lions,Rising Pune Supergiants,5,Rajat Bhatia,3,0,30,0,10.00,6,0,3,0,1
6210,Rising Pune Supergiants vs Gujarat Lions,Rising Pune Supergiants,6,Mitchell Marsh,1,0,10,0,10.00,0,1,0,0,0
6211,Kings XI Punjab vs Delhi Daredevils,Delhi Daredevils,1,Zaheer Khan,4,1,14,1,3.50,17,2,0,0,0
6212,Kings XI Punjab vs Delhi Daredevils,Delhi Daredevils,2,Pawan Negi,1,0,10,0,10.00,3,2,0,0,0
6213,Kings XI Punjab vs Delhi Daredevils,Delhi Daredevils,3,Chris Morris,4,0,19,1,4.75,13,1,0,1,0
6214,Kings XI Punjab vs Delhi Daredevils,Delhi Daredevils,4,Carlos Brathwaite,4,0,33,0,8.25,10,4,1,0,0
6215,Kings XI Punjab vs Delhi Daredevils,Delhi Daredevils,5,Amit Mishra,3,0,11,4,3.66,13,1,0,1,0
6216,Kings XI Punjab vs Delhi Daredevils,Delhi Daredevils,6,Jayant Yadav,4,0,23,1,5.75,12,1,1,1,0
6217,Kings XI Punjab vs Delhi Daredevils,Kings XI Punjab,1,Sandeep Sharma,2,1,6,1,3.00,9,1,0,0,0
6218,Kings XI Punjab vs Delhi Daredevils,Kings XI Punjab,2,Mitchell Johnson,3,0,28,0,9.33,4,3,1,0,0
6219,Kings XI Punjab vs Delhi Daredevils,Kings XI Punjab,3,Mohit Sharma,2,0,10,0,5.00,7,1,0,1,0
6220,Kings XI Punjab vs Delhi Daredevils,Kings XI Punjab,4,Axar Patel,3,0,25,1,8.33,7,4,0,0,0
6221,Kings XI Punjab vs Delhi Daredevils,Kings XI Punjab,5,Pardeep Sahu,2.3,0,27,0,10.80,4,1,2,1,0
6222,Kings XI Punjab vs Delhi Daredevils,Kings XI Punjab,6,Glenn Maxwell,1,0,11,0,11.00,3,2,0,1,0
6223,Sunrisers Hyderabad vs Kolkata Knight Riders,Kolkata Knight Riders,1,Morne Morkel,4,0,35,2,8.75,11,2,2,3,1
6224,Sunrisers Hyderabad vs Kolkata Knight Riders,Kolkata Knight Riders,2,Umesh Yadav,4,0,28,3,7.00,10,2,1,1,0
6225,Sunrisers Hyderabad vs Kolkata Knight Riders,Kolkata Knight Riders,3,Shakib Al Hasan,3,0,18,0,6.00,6,0,1,0,0
6226,Sunrisers Hyderabad vs Kolkata Knight Riders,Kolkata Knight Riders,4,Andre Russell,4,0,19,1,4.75,12,1,0,0,0
6227,Sunrisers Hyderabad vs Kolkata Knight Riders,Kolkata Knight Riders,5,Sunil Narine,4,0,26,0,6.50,10,2,1,0,0
6228,Sunrisers Hyderabad vs Kolkata Knight Riders,Kolkata Knight Riders,6,Piyush Chawla,1,0,13,0,13.00,2,2,0,0,0
6229,Sunrisers Hyderabad vs Kolkata Knight Riders,Sunrisers Hyderabad,1,Bhuvneshwar Kumar,4,0,29,0,7.25,8,3,0,1,0
6230,Sunrisers Hyderabad vs Kolkata Knight Riders,Sunrisers Hyderabad,2,Barinder Sran,4,0,31,0,7.75,11,5,0,2,0
6231,Sunrisers Hyderabad vs Kolkata Knight Riders,Sunrisers Hyderabad,3,Mustafizur Rahman,4,0,29,1,7.25,7,1,1,1,0
6232,Sunrisers Hyderabad vs Kolkata Knight Riders,Sunrisers Hyderabad,4,Karn Sharma,2.2,0,24,0,10.28,3,4,0,0,0
6233,Sunrisers Hyderabad vs Kolkata Knight Riders,Sunrisers Hyderabad,5,Moises Henriques,2,0,19,0,9.50,3,1,1,1,0
6234,Sunrisers Hyderabad vs Kolkata Knight Riders,Sunrisers Hyderabad,6,Ashish Reddy,2,0,14,1,7.00,4,2,0,0,0
6235,Mumbai Indians vs Gujarat Lions,Gujarat Lions,1,Praveen Kumar,3,0,18,0,6.00,11,3,0,1,0
6236,Mumbai Indians vs Gujarat Lions,Gujarat Lions,2,Dhawal Kulkarni,4,1,19,2,4.75,16,2,1,0,0
6237,Mumbai Indians vs Gujarat Lions,Gujarat Lions,3,Shadab Jakati,3,0,13,1,4.33,12,0,1,1,0
6238,Mumbai Indians vs Gujarat Lions,Gujarat Lions,4,James Faulkner,4,0,40,1,10.00,6,3,1,2,2
6239,Mumbai Indians vs Gujarat Lions,Gujarat Lions,5,Pravin Tambe,2,0,12,2,6.00,6,0,1,0,0
6240,Mumbai Indians vs Gujarat Lions,Gujarat Lions,6,Dwayne Bravo,4,0,39,1,9.75,6,3,1,1,0
6241,Mumbai Indians vs Gujarat Lions,Mumbai Indians,1,Tim Southee,4,0,31,0,7.75,11,4,1,0,0
6242,Mumbai Indians vs Gujarat Lions,Mumbai Indians,2,Jasprit Bumrah,4,0,32,2,8.00,8,3,0,1,1
6243,Mumbai Indians vs Gujarat Lions,Mumbai Indians,3,Mitchell McClenaghan,4,0,21,4,5.25,13,3,0,0,0
6244,Mumbai Indians vs Gujarat Lions,Mumbai Indians,4,Krunal Pandya,4,0,20,1,5.00,9,1,0,0,0
6245,Mumbai Indians vs Gujarat Lions,Mumbai Indians,5,Hardik Pandya,2,0,16,0,8.00,6,1,1,2,0
6246,Mumbai Indians vs Gujarat Lions,Mumbai Indians,6,Harbhajan Singh,2,0,20,0,10.00,4,2,1,0,0
6247,Rising Pune Supergiants vs Kings XI Punjab,Kings XI Punjab,1,Sandeep Sharma,4,0,23,2,5.75,12,3,0,1,0
6248,Rising Pune Supergiants vs Kings XI Punjab,Kings XI Punjab,2,Kyle Abbott,4,0,38,1,9.50,8,6,0,1,0
6249,Rising Pune Supergiants vs Kings XI Punjab,Kings XI Punjab,3,Axar Patel,3,0,26,0,8.66,6,4,0,0,0
